102400	65536	134217728	19.168584	875.501698	896.410212	114.233415
102400	65536	134217728	20.487870	923.375179	945.628241	108.287798
102400	65536	134217728	19.758918	952.713713	974.257800	105.105651
102400	65536	134217728	8.162977	458.878000	923.434588	110.890367
102400	65536	134217728	7.891375	456.330000	920.526836	111.240646
102400	65536	134217728	7.686605	456.179000	920.208445	111.279135
102400	524288	134217728	7.241340	966.191463	973.692360	105.166687
102400	524288	134217728	6.226346	982.753002	989.246753	103.513102
102400	524288	134217728	7.785919	923.183819	931.241183	109.960773
102400	524288	134217728	1.767609	801.525000	902.736004	113.432941
102400	524288	134217728	1.762012	800.914000	902.208845	113.499220
102400	524288	134217728	2.169979	798.158000	899.960453	113.782778
102400	1048576	134217728	5.361171	839.453661	844.949607	121.190659
102400	1048576	134217728	5.532528	859.192020	864.860163	118.400644
102400	1048576	134217728	5.279457	911.692705	917.114967	111.654486
102400	1048576	134217728	1.268344	847.124000	895.903192	114.298064
102400	1048576	134217728	1.268944	846.079000	894.868889	114.430171
102400	1048576	134217728	1.273924	846.109000	894.884874	114.428127
102400	2097152	134217728	5.120077	936.689856	941.937806	108.712061
102400	2097152	134217728	4.797410	964.477107	969.350330	105.637763
102400	2097152	134217728	5.023921	985.484310	990.583728	103.373392
102400	2097152	134217728	0.833232	943.678000	968.164596	105.767140
102400	2097152	134217728	0.683407	936.029000	960.304851	106.632805
102400	2097152	134217728	1.071337	936.274000	960.938755	106.562462
102400	67108864	67108864	0.031109	1023.734705	1023.769584	100.022507
102400	67108864	67108864	0.030295	1077.984374	1078.018725	94.989074
102400	67108864	67108864	0.035827	1137.484235	1137.524191	90.020064
102400	67108864	67108864	0.092332	85.421000	86.207127	1187.836825
102400	67108864	67108864	0.016546	86.693000	87.390837	1171.747560
102400	67108864	67108864	0.019047	88.463000	89.172315	1148.338473
102400	65536	2147483648	99.088178	787.039465	887.834709	115.336784
102400	65536	2147483648	59.844348	715.278328	776.751488	131.831096
102400	65536	2147483648	67.461459	720.469990	789.602474	129.685511
102400	65536	2147483648	7.572661	119.017000	769.223077	133.121331
102400	65536	2147483648	7.429867	117.387000	767.457543	133.427576
102400	65536	2147483648	7.214205	118.146000	768.012272	133.331203
102400	524288	2147483648	9.482063	773.080464	782.811528	130.810542
102400	524288	2147483648	11.801621	795.329570	807.376407	126.830558
102400	524288	2147483648	12.617142	813.495179	826.363871	123.916356
102400	524288	2147483648	1.772938	706.268000	815.431069	125.577751
102400	524288	2147483648	1.850309	705.698000	814.924319	125.655840
102400	524288	2147483648	1.718852	704.461000	813.580285	125.863424
102400	1048576	2147483648	11.081019	830.767296	841.981812	121.617829
102400	1048576	2147483648	11.111611	869.874004	881.119941	116.215733
102400	1048576	2147483648	9.443083	910.304305	919.880750	111.318777
102400	1048576	2147483648	0.987963	862.042000	908.880085	112.666128
102400	1048576	2147483648	0.948122	862.959000	909.811852	112.550743
102400	1048576	2147483648	0.961909	861.378000	908.146671	112.757117
102400	2097152	2147483648	9.118282	934.550579	943.753086	108.502956
102400	2097152	2147483648	12.130610	956.279754	968.493239	105.731249
102400	2097152	2147483648	13.724795	972.058761	985.860255	103.868677
102400	2097152	2147483648	0.799358	949.902000	974.008655	105.132536
102400	2097152	2147483648	0.713140	950.817000	974.852602	105.041521
102400	2097152	2147483648	0.778947	949.930000	973.948217	105.139060
102400	524288	67108864	5.816206	863.631971	869.716823	117.739473
102400	524288	67108864	6.068935	914.625231	920.958593	111.188495
102400	524288	67108864	6.397805	943.775610	950.443898	107.739131
102400	524288	67108864	1.805408	840.667000	925.256807	110.671977
102400	524288	67108864	2.519370	838.417000	923.826745	110.843295
102400	524288	67108864	1.808761	838.502000	923.209895	110.917355
102400	524288	134217728	7.607080	964.599667	972.482476	105.297527
102400	524288	134217728	6.903073	979.555105	986.723478	103.777808
102400	524288	134217728	6.305431	1018.512612	1025.079292	99.894711
102400	524288	134217728	1.889500	894.310000	998.862742	102.516588
102400	524288	134217728	1.818083	895.727000	1000.205031	102.379009
102400	524288	134217728	1.834609	931.996000	1036.361039	98.807265
102400	524288	536870912	8.322162	1122.742141	1131.320160	90.513723
102400	524288	536870912	8.328443	1186.220242	1194.810608	85.703960
102400	524288	536870912	6.972053	1063.336937	1070.562053	95.650691
102400	524288	536870912	1.983899	884.134000	973.339873	105.204773
102400	524288	536870912	2.052123	874.771000	964.492316	106.169845
102400	524288	536870912	1.767619	865.415000	954.510195	107.280153
102400	524288	1073741824	11.929999	903.262683	915.445142	111.858150
102400	524288	1073741824	5.914718	935.426073	941.590084	108.752207
102400	524288	1073741824	12.476978	904.157422	916.875228	111.683680
102400	524288	1073741824	1.813743	704.439000	784.399839	130.545667
102400	524288	1073741824	2.116404	683.563000	763.548034	134.110751
