51200,65536,67108864,0,1
51200,65536,67108864,1,0
51200,131072,67108864,0,1
51200,131072,67108864,1,0
51200,262144,67108864,0,1
51200,262144,67108864,1,0
51200,524288,67108864,0,1
51200,524288,67108864,1,0
51200,1048576,67108864,0,1
51200,1048576,67108864,1,0
51200,1572864,67108864,0,1
51200,1572864,67108864,1,0
51200,2097152,67108864,0,1
51200,2097152,67108864,1,0
51200,3145728,67108864,0,1
51200,3145728,67108864,1,0
51200,4194304,67108864,0,1
51200,4194304,67108864,1,0
51200,65536,134217728,0,1
51200,65536,134217728,1,0
51200,131072,134217728,0,1
51200,131072,134217728,1,0
51200,262144,134217728,0,1
51200,262144,134217728,1,0
51200,524288,134217728,0,1
51200,524288,134217728,1,0
51200,1048576,134217728,0,1
51200,1048576,134217728,1,0
51200,1572864,134217728,0,1
51200,1572864,134217728,1,0
51200,2097152,134217728,0,1
51200,2097152,134217728,1,0
51200,3145728,134217728,0,1
51200,3145728,134217728,1,0
51200,4194304,134217728,0,1
51200,4194304,134217728,1,0
51200,65536,536870912,0,1
51200,65536,536870912,1,0
51200,131072,536870912,0,1
51200,131072,536870912,1,0
51200,262144,536870912,0,1
51200,262144,536870912,1,0
51200,524288,536870912,0,1
51200,524288,536870912,1,0
51200,1048576,536870912,0,1
51200,1048576,536870912,1,0
51200,1572864,536870912,0,1
51200,1572864,536870912,1,0
51200,2097152,536870912,0,1
51200,2097152,536870912,1,0
51200,3145728,536870912,0,1
51200,3145728,536870912,1,0
51200,4194304,536870912,0,1
51200,4194304,536870912,1,0
51200,65536,1073741824,0,1
51200,65536,1073741824,1,0
51200,131072,1073741824,0,1
51200,131072,1073741824,1,0
51200,262144,1073741824,0,1
51200,262144,1073741824,1,0
51200,524288,1073741824,0,1
51200,524288,1073741824,1,0
51200,1048576,1073741824,0,1
51200,1048576,1073741824,1,0
51200,1572864,1073741824,0,1
51200,1572864,1073741824,1,0
51200,2097152,1073741824,0,1
51200,2097152,1073741824,1,0
51200,3145728,1073741824,0,1
51200,3145728,1073741824,1,0
51200,4194304,1073741824,0,1
51200,4194304,1073741824,1,0
51200,65536,1610612736,0,1
51200,65536,1610612736,1,0
51200,131072,1610612736,0,1
51200,131072,1610612736,1,0
51200,262144,1610612736,0,1
51200,262144,1610612736,1,0
51200,524288,1610612736,0,1
51200,524288,1610612736,1,0
51200,1048576,1610612736,0,1
51200,1048576,1610612736,1,0
51200,1572864,1610612736,0,1
51200,1572864,1610612736,1,0
51200,2097152,1610612736,0,1
51200,2097152,1610612736,1,0
51200,3145728,1610612736,0,1
51200,3145728,1610612736,1,0
51200,4194304,1610612736,0,1
51200,4194304,1610612736,1,0
51200,65536,2147483648,0,1
51200,65536,2147483648,1,0
51200,131072,2147483648,0,1
51200,131072,2147483648,1,0
51200,262144,2147483648,0,1
51200,262144,2147483648,1,0
51200,524288,2147483648,0,1
51200,524288,2147483648,1,0
51200,1048576,2147483648,0,1
51200,1048576,2147483648,1,0
51200,1572864,2147483648,0,1
51200,1572864,2147483648,1,0
51200,2097152,2147483648,0,1
51200,2097152,2147483648,1,0
51200,3145728,2147483648,0,1
51200,3145728,2147483648,1,0
51200,4194304,2147483648,0,1
51200,4194304,2147483648,1,0
