51200	65536	134217728	0.000000	0.000000	524.447321	97.626583
51200	65536	134217728	0.000000	0.000000	454.607506	112.624625
51200	524288	134217728	0.000000	0.000000	518.679525	98.712206
51200	524288	134217728	0.000000	0.000000	448.751890	114.094227
51200	1048576	134217728	0.000000	0.000000	530.913595	96.437538
51200	1048576	134217728	0.000000	0.000000	449.401052	113.929417
51200	2097152	134217728	0.000000	0.000000	529.707472	96.657122
51200	2097152	134217728	0.000000	0.000000	462.665784	110.663035
51200	67108864	67108864	0.000000	0.000000	469.611801	109.026221
51200	67108864	67108864	0.000000	0.000000	6.028888	8492.445041
51200	65536	2147483648	0.000000	0.000000	537.877054	95.189039
51200	65536	2147483648	0.000000	0.000000	449.402717	113.928995
51200	524288	2147483648	0.000000	0.000000	492.356823	103.989622
51200	524288	2147483648	0.000000	0.000000	418.744157	122.270363
51200	1048576	2147483648	0.000000	0.000000	439.646064	116.457315
51200	1048576	2147483648	0.000000	0.000000	388.590992	131.758072
51200	2097152	2147483648	0.000000	0.000000	441.705171	115.914423
51200	2097152	2147483648	0.000000	0.000000	398.079515	128.617520
51200	524288	67108864	0.000000	0.000000	456.101522	112.255710
51200	524288	67108864	0.000000	0.000000	406.406858	125.982126
51200	524288	134217728	0.000000	0.000000	461.754092	110.881530
51200	524288	134217728	0.000000	0.000000	410.583016	124.700726
51200	524288	536870912	0.000000	0.000000	468.991146	109.170504
51200	524288	536870912	0.000000	0.000000	409.395902	125.062317
51200	524288	1073741824	0.000000	0.000000	473.932570	108.032246
51200	524288	1073741824	0.000000	0.000000	426.522885	120.040452
51200	524288	2147483648	0.000000	0.000000	473.864417	108.047784
51200	524288	2147483648	0.000000	0.000000	413.740785	123.748980
10240	524288	134217728	0.000000	0.000000	77.430857	132.247019
10240	524288	134217728	0.000000	0.000000	64.367579	159.086300
51200	524288	134217728	0.000000	0.000000	487.126517	105.106165
51200	524288	134217728	0.000000	0.000000	434.652378	117.795283
102400	524288	134217728	0.000000	0.000000	1026.725635	99.734531
102400	524288	134217728	0.000000	0.000000	862.645064	118.704673
10240	524288	2147483648	0.000000	0.000000	80.651034	126.966754
10240	524288	2147483648	0.000000	0.000000	49.915163	205.148083
51200	524288	2147483648	0.000000	0.000000	504.123177	101.562480
51200	524288	2147483648	0.000000	0.000000	436.423972	117.317112
102400	524288	2147483648	0.000000	0.000000	1070.081857	95.693614
102400	524288	2147483648	0.000000	0.000000	881.988088	116.101341
